product_name,type,size,date,product_id,base_price,current_price
Product 1,Type 2,Extra Large,2024-10-11,1,9.867745460011065,9.99
Product 1,Type 2,Extra Large,2024-10-12,1,9.867745460011065,9.28
Product 1,Type 2,Extra Large,2024-10-13,1,9.867745460011065,10.2
Product 1,Type 2,Extra Large,2024-10-14,1,9.867745460011065,9.04
Product 1,Type 2,Extra Large,2024-10-15,1,9.867745460011065,9.68
Product 1,Type 2,Extra Large,2024-10-16,1,9.867745460011065,9.71
Product 1,Type 2,Extra Large,2024-10-17,1,9.867745460011065,8.89
Product 1,Type 2,Extra Large,2024-10-18,1,9.867745460011065,10.33
Product 1,Type 2,Extra Large,2024-10-19,1,9.867745460011065,9.56
Product 1,Type 2,Extra Large,2024-10-20,1,9.867745460011065,9.7
Product 1,Type 2,Extra Large,2024-10-21,1,9.867745460011065,10.57
Product 1,Type 2,Extra Large,2024-10-23,1,9.867745460011065,9.81
Product 1,Type 2,Extra Large,2024-10-24,1,9.867745460011065,10.12
Product 1,Type 2,Extra Large,2024-10-25,1,9.867745460011065,10.07
Product 1,Type 2,Extra Large,2024-10-26,1,9.867745460011065,10.7
Product 1,Type 2,Extra Large,2024-10-27,1,9.867745460011065,10.01
Product 1,Type 2,Extra Large,2024-10-28,1,9.867745460011065,10.12
Product 1,Type 2,Extra Large,2024-10-29,1,9.867745460011065,10.04
Product 1,Type 2,Extra Large,2024-10-30,1,9.867745460011065,9.68
Product 1,Type 2,Extra Large,2024-11-01,1,9.867745460011065,10.69
Product 1,Type 2,Extra Large,2024-11-02,1,9.867745460011065,9.43
Product 1,Type 2,Extra Large,2024-11-03,1,9.867745460011065,9.93
Product 1,Type 2,Extra Large,2024-11-05,1,9.867745460011065,9.75
Product 1,Type 2,Extra Large,2024-11-06,1,9.867745460011065,9.34
Product 1,Type 2,Extra Large,2024-11-07,1,9.867745460011065,9.43
Product 1,Type 2,Extra Large,2024-11-10,1,9.867745460011065,9.74
Product 1,Type 2,Extra Large,2024-11-11,1,9.867745460011065,9.66
Product 1,Type 2,Extra Large,2024-11-12,1,9.867745460011065,9.78
Product 1,Type 2,Extra Large,2024-11-13,1,9.867745460011065,10.07
Product 1,Type 2,Extra Large,2024-11-14,1,9.867745460011065,10.18
Product 1,Type 2,Extra Large,2024-11-16,1,9.867745460011065,9.83
Product 1,Type 2,Extra Large,2024-11-17,1,9.867745460011065,9.71
Product 1,Type 2,Extra Large,2024-11-19,1,9.867745460011065,10.72
Product 1,Type 2,Large,2024-06-11,2,6.431116423336789,6.45
Product 1,Type 2,Large,2024-06-12,2,6.431116423336789,6.26
Product 1,Type 2,Large,2024-06-13,2,6.431116423336789,5.52
Product 1,Type 2,Large,2024-06-14,2,6.431116423336789,7.14
Product 1,Type 2,Large,2024-06-15,2,6.431116423336789,6.01
Product 1,Type 2,Large,2024-06-16,2,6.431116423336789,5.87
Product 1,Type 2,Large,2024-06-17,2,6.431116423336789,7.95
Product 1,Type 2,Large,2024-06-18,2,6.431116423336789,6.55
Product 1,Type 2,Large,2024-06-19,2,6.431116423336789,6.41
Product 1,Type 2,Large,2024-06-20,2,6.431116423336789,5.07
Product 1,Type 2,Large,2024-06-21,2,6.431116423336789,6.38
Product 1,Type 2,Large,2024-06-22,2,6.431116423336789,6.92
Product 1,Type 2,Large,2024-06-23,2,6.431116423336789,6.64
Product 1,Type 2,Large,2024-06-24,2,6.431116423336789,6.89
Product 1,Type 2,Large,2024-06-25,2,6.431116423336789,7.42
Product 1,Type 2,Large,2024-06-26,2,6.431116423336789,7.02
Product 1,Type 2,Large,2024-06-27,2,6.431116423336789,6.18
Product 1,Type 2,Large,2024-06-28,2,6.431116423336789,6.78
Product 1,Type 2,Large,2024-06-29,2,6.431116423336789,6.33
Product 1,Type 2,Large,2024-06-30,2,6.431116423336789,6.16
Product 1,Type 2,Large,2024-07-01,2,6.431116423336789,5
Product 1,Type 2,Large,2024-07-02,2,6.431116423336789,6.04
Product 1,Type 2,Large,2024-07-03,2,6.431116423336789,6.68
Product 1,Type 2,Large,2024-07-04,2,6.431116423336789,7.52
Product 1,Type 2,Large,2024-07-05,2,6.431116423336789,6.68
Product 1,Type 2,Large,2024-07-06,2,6.431116423336789,6.74
Product 1,Type 2,Large,2024-07-07,2,6.431116423336789,5.95
Product 1,Type 2,Large,2024-07-08,2,6.431116423336789,6.51
Product 1,Type 2,Large,2024-07-09,2,6.431116423336789,5.39
Product 1,Type 2,Large,2024-07-10,2,6.431116423336789,6.67
Product 1,Type 2,Large,2024-07-11,2,6.431116423336789,6.78
Product 1,Type 2,Large,2024-07-12,2,6.431116423336789,6.52
Product 1,Type 2,Large,2024-07-13,2,6.431116423336789,6.78
Product 1,Type 2,Large,2024-07-14,2,6.431116423336789,6.59
Product 1,Type 2,Large,2024-07-15,2,6.431116423336789,6.81
Product 1,Type 2,Large,2024-07-16,2,6.431116423336789,7.35
Product 1,Type 2,Large,2024-07-17,2,6.431116423336789,6.99
Product 1,Type 2,Large,2024-07-18,2,6.431116423336789,6.45
Product 1,Type 2,Large,2024-07-19,2,6.431116423336789,5.87
Product 1,Type 2,Large,2024-07-20,2,6.431116423336789,6.64
Product 1,Type 2,Large,2024-07-21,2,6.431116423336789,6.23
Product 1,Type 2,Large,2024-07-22,2,6.431116423336789,7.18
Product 1,Type 2,Large,2024-07-23,2,6.431116423336789,5.63
Product 1,Type 2,Large,2024-07-24,2,6.431116423336789,6.22
Product 1,Type 2,Large,2024-07-25,2,6.431116423336789,6.64
Product 1,Type 2,Large,2024-07-26,2,6.431116423336789,6.36
Product 1,Type 2,Large,2024-07-27,2,6.431116423336789,6.13
Product 1,Type 2,Large,2024-07-28,2,6.431116423336789,6.28
Product 1,Type 2,Large,2024-07-29,2,6.431116423336789,6.75
Product 1,Type 2,Large,2024-07-30,2,6.431116423336789,6.88
Product 1,Type 2,Large,2024-07-31,2,6.431116423336789,6.76
Product 1,Type 2,Large,2024-08-01,2,6.431116423336789,7.57
Product 1,Type 2,Large,2024-08-02,2,6.431116423336789,7.02
Product 1,Type 2,Large,2024-08-03,2,6.431116423336789,6.57
Product 1,Type 2,Large,2024-08-04,2,6.431116423336789,6.1
Product 1,Type 2,Large,2024-08-05,2,6.431116423336789,7.89
Product 1,Type 2,Large,2024-08-06,2,6.431116423336789,6.77
Product 1,Type 2,Large,2024-08-07,2,6.431116423336789,6.09
Product 1,Type 2,Large,2024-08-08,2,6.431116423336789,6.52
Product 1,Type 2,Large,2024-08-09,2,6.431116423336789,6.27
Product 1,Type 2,Large,2024-08-10,2,6.431116423336789,6.29
Product 1,Type 2,Large,2024-08-11,2,6.431116423336789,5.96
Product 1,Type 2,Large,2024-08-12,2,6.431116423336789,6.49
Product 1,Type 2,Large,2024-08-13,2,6.431116423336789,6.59
Product 1,Type 2,Large,2024-08-14,2,6.431116423336789,5.89
Product 1,Type 2,Large,2024-08-15,2,6.431116423336789,4.81
Product 1,Type 2,Large,2024-08-16,2,6.431116423336789,6.3
Product 1,Type 2,Large,2024-08-17,2,6.431116423336789,6.45
Product 1,Type 2,Large,2024-08-18,2,6.431116423336789,6.73
Product 1,Type 2,Large,2024-08-19,2,6.431116423336789,6.46
Product 1,Type 2,Large,2024-08-20,2,6.431116423336789,6.64
Product 1,Type 2,Large,2024-08-21,2,6.431116423336789,5.88
Product 1,Type 2,Large,2024-08-22,2,6.431116423336789,6.79
Product 1,Type 2,Large,2024-08-23,2,6.431116423336789,6.79
Product 1,Type 2,Large,2024-08-24,2,6.431116423336789,6.56
Product 1,Type 2,Large,2024-08-25,2,6.431116423336789,7.11
Product 1,Type 2,Large,2024-08-26,2,6.431116423336789,6.63
Product 1,Type 2,Large,2024-08-27,2,6.431116423336789,6.56
Product 1,Type 2,Large,2024-08-28,2,6.431116423336789,6.57
Product 1,Type 2,Large,2024-08-29,2,6.431116423336789,6.65
Product 1,Type 2,Large,2024-08-30,2,6.431116423336789,6.96
Product 1,Type 2,Large,2024-08-31,2,6.431116423336789,6.66
Product 1,Type 2,Large,2024-09-01,2,6.431116423336789,6.76
Product 1,Type 2,Large,2024-09-02,2,6.431116423336789,5.86
Product 1,Type 2,Large,2024-09-03,2,6.431116423336789,6.25
Product 1,Type 2,Large,2024-09-04,2,6.431116423336789,7.17
Product 1,Type 2,Large,2024-09-05,2,6.431116423336789,5.82
Product 1,Type 2,Large,2024-09-06,2,6.431116423336789,6.56
Product 1,Type 2,Large,2024-09-07,2,6.431116423336789,6.63
Product 1,Type 2,Large,2024-09-08,2,6.431116423336789,6.92
Product 1,Type 2,Large,2024-09-09,2,6.431116423336789,6.26
Product 1,Type 2,Large,2024-09-10,2,6.431116423336789,6.51
Product 1,Type 2,Large,2024-09-11,2,6.431116423336789,5.55
Product 1,Type 2,Large,2024-09-12,2,6.431116423336789,6.6
Product 1,Type 2,Large,2024-09-13,2,6.431116423336789,6.1
Product 1,Type 2,Large,2024-09-14,2,6.431116423336789,6.31
Product 1,Type 2,Large,2024-09-15,2,6.431116423336789,5.84
Product 1,Type 2,Large,2024-09-16,2,6.431116423336789,6.62
Product 1,Type 2,Large,2024-09-17,2,6.431116423336789,6.76
Product 1,Type 2,Large,2024-09-18,2,6.431116423336789,6.28
Product 1,Type 2,Large,2024-09-19,2,6.431116423336789,7.34
Product 1,Type 2,Large,2024-09-20,2,6.431116423336789,6.77
Product 1,Type 2,Large,2024-09-21,2,6.431116423336789,6.91
Product 1,Type 2,Large,2024-09-22,2,6.431116423336789,7.46
Product 1,Type 2,Large,2024-09-23,2,6.431116423336789,6.11
Product 1,Type 2,Large,2024-09-24,2,6.431116423336789,6.84
Product 1,Type 2,Large,2024-09-25,2,6.431116423336789,6.92
Product 1,Type 2,Large,2024-09-26,2,6.431116423336789,6.43
Product 1,Type 2,Large,2024-09-27,2,6.431116423336789,6.59
Product 1,Type 2,Large,2024-09-28,2,6.431116423336789,5.93
Product 1,Type 2,Large,2024-09-29,2,6.431116423336789,6.67
Product 1,Type 2,Large,2024-09-30,2,6.431116423336789,6.08
Product 1,Type 2,Large,2024-10-01,2,6.431116423336789,6.84
Product 1,Type 2,Large,2024-10-02,2,6.431116423336789,6.03
Product 1,Type 2,Large,2024-10-03,2,6.431116423336789,6.59
Product 1,Type 2,Large,2024-10-04,2,6.431116423336789,6.01
Product 1,Type 2,Large,2024-10-05,2,6.431116423336789,6.31
Product 1,Type 2,Large,2024-10-06,2,6.431116423336789,5.65
Product 1,Type 2,Large,2024-10-07,2,6.431116423336789,6.5
Product 1,Type 2,Large,2024-10-08,2,6.431116423336789,6.92
Product 1,Type 2,Large,2024-10-09,2,6.431116423336789,6.52
Product 1,Type 2,Large,2024-10-10,2,6.431116423336789,5.55
Product 1,Type 2,Large,2024-10-11,2,6.431116423336789,6.12
Product 1,Type 2,Large,2024-10-12,2,6.431116423336789,7.26
Product 1,Type 2,Large,2024-10-13,2,6.431116423336789,7.34
Product 1,Type 2,Large,2024-10-14,2,6.431116423336789,5.84
Product 1,Type 2,Large,2024-10-15,2,6.431116423336789,6.25
Product 1,Type 2,Large,2024-10-16,2,6.431116423336789,6.61
Product 1,Type 2,Large,2024-10-17,2,6.431116423336789,6.59
Product 1,Type 2,Large,2024-10-18,2,6.431116423336789,6.14
Product 1,Type 2,Large,2024-10-19,2,6.431116423336789,5.95
Product 1,Type 2,Large,2024-10-20,2,6.431116423336789,6.34
Product 1,Type 2,Large,2024-10-21,2,6.431116423336789,6.94
Product 1,Type 2,Large,2024-10-22,2,6.431116423336789,6.44
Product 1,Type 2,Large,2024-10-23,2,6.431116423336789,6.11
Product 1,Type 2,Large,2024-10-24,2,6.431116423336789,6.18
Product 1,Type 2,Large,2024-10-25,2,6.431116423336789,7.24
Product 1,Type 2,Large,2024-10-26,2,6.431116423336789,6.21
Product 1,Type 2,Large,2024-10-27,2,6.431116423336789,6.81
Product 1,Type 2,Large,2024-10-28,2,6.431116423336789,7.17
Product 1,Type 2,Large,2024-10-29,2,6.431116423336789,6.65
Product 1,Type 2,Large,2024-10-30,2,6.431116423336789,6.22
Product 1,Type 2,Large,2024-10-31,2,6.431116423336789,6.41
Product 1,Type 2,Large,2024-11-01,2,6.431116423336789,6.18
Product 1,Type 2,Large,2024-11-02,2,6.431116423336789,7.04
Product 1,Type 2,Large,2024-11-03,2,6.431116423336789,6.36
Product 1,Type 2,Large,2024-11-04,2,6.431116423336789,7.21
Product 1,Type 2,Large,2024-11-05,2,6.431116423336789,6.15
Product 1,Type 2,Large,2024-11-06,2,6.431116423336789,6.11
Product 1,Type 2,Large,2024-11-07,2,6.431116423336789,6.5
Product 1,Type 2,Large,2024-11-08,2,6.431116423336789,6.44
Product 1,Type 2,Large,2024-11-09,2,6.431116423336789,6.18
Product 1,Type 2,Large,2024-11-10,2,6.431116423336789,5.64
Product 1,Type 2,Large,2024-11-11,2,6.431116423336789,6.45
Product 1,Type 2,Large,2024-11-12,2,6.431116423336789,6.07
Product 1,Type 2,Large,2024-11-13,2,6.431116423336789,6.97
Product 1,Type 2,Large,2024-11-14,2,6.431116423336789,5.95
Product 1,Type 2,Large,2024-11-15,2,6.431116423336789,6.99
Product 1,Type 2,Large,2024-11-16,2,6.431116423336789,6.11
Product 1,Type 2,Large,2024-11-17,2,6.431116423336789,6.58
Product 1,Type 2,Large,2024-11-18,2,6.431116423336789,6.88
Product 1,Type 2,Large,2024-11-19,2,6.431116423336789,6.17
Product 1,Type 2,Small,2024-06-11,3,4.511886884458363,4.79
Product 1,Type 2,Small,2024-06-12,3,4.511886884458363,4.47
Product 1,Type 2,Small,2024-06-13,3,4.511886884458363,3.94
Product 1,Type 2,Small,2024-06-14,3,4.511886884458363,4.38
Product 1,Type 2,Small,2024-06-15,3,4.511886884458363,5.32
Product 1,Type 2,Small,2024-06-16,3,4.511886884458363,4.4
Product 1,Type 2,Small,2024-06-17,3,4.511886884458363,4.1
Product 1,Type 2,Small,2024-06-18,3,4.511886884458363,4.48
Product 1,Type 2,Small,2024-06-19,3,4.511886884458363,4.68
Product 1,Type 2,Small,2024-06-20,3,4.511886884458363,4.99
Product 1,Type 2,Small,2024-06-21,3,4.511886884458363,5.08
Product 1,Type 2,Small,2024-06-22,3,4.511886884458363,4.56
Product 1,Type 2,Small,2024-06-23,3,4.511886884458363,5.09
Product 1,Type 2,Small,2024-06-24,3,4.511886884458363,4.13
Product 1,Type 2,Small,2024-06-25,3,4.511886884458363,3.34
Product 1,Type 2,Small,2024-06-26,3,4.511886884458363,4.28
Product 1,Type 2,Small,2024-06-27,3,4.511886884458363,4.25
Product 1,Type 2,Small,2024-06-28,3,4.511886884458363,3.35
Product 1,Type 2,Small,2024-06-29,3,4.511886884458363,4.79
Product 1,Type 2,Small,2024-06-30,3,4.511886884458363,4.12
Product 1,Type 2,Small,2024-07-01,3,4.511886884458363,4.4
Product 1,Type 2,Small,2024-07-02,3,4.511886884458363,3.72
Product 1,Type 2,Small,2024-07-03,3,4.511886884458363,4.79
Product 1,Type 2,Small,2024-07-04,3,4.511886884458363,5.46
Product 1,Type 2,Small,2024-07-05,3,4.511886884458363,4.07
Product 1,Type 2,Small,2024-07-06,3,4.511886884458363,4.46
Product 1,Type 2,Small,2024-07-07,3,4.511886884458363,5.49
Product 1,Type 2,Small,2024-07-08,3,4.511886884458363,4.98
Product 1,Type 2,Small,2024-07-09,3,4.511886884458363,5.47
Product 1,Type 2,Small,2024-07-10,3,4.511886884458363,4.51
Product 1,Type 2,Small,2024-07-11,3,4.511886884458363,4.44
Product 1,Type 2,Small,2024-07-12,3,4.511886884458363,4.26
Product 1,Type 2,Small,2024-07-13,3,4.511886884458363,5.23
Product 1,Type 2,Small,2024-07-14,3,4.511886884458363,3.87
Product 1,Type 2,Small,2024-07-15,3,4.511886884458363,4.67
Product 1,Type 2,Small,2024-07-16,3,4.511886884458363,4.49
Product 1,Type 2,Small,2024-07-17,3,4.511886884458363,5.64
Product 1,Type 2,Small,2024-07-18,3,4.511886884458363,4.21
Product 1,Type 2,Small,2024-07-19,3,4.511886884458363,3.76
Product 1,Type 2,Small,2024-07-20,3,4.511886884458363,4.63
Product 1,Type 2,Small,2024-07-21,3,4.511886884458363,4.49
Product 1,Type 2,Small,2024-07-22,3,4.511886884458363,4.09
Product 1,Type 2,Small,2024-07-23,3,4.511886884458363,4.58
Product 1,Type 2,Small,2024-07-24,3,4.511886884458363,4.37
Product 1,Type 2,Small,2024-07-25,3,4.511886884458363,4.17
Product 1,Type 2,Small,2024-07-26,3,4.511886884458363,4.76
Product 1,Type 2,Small,2024-07-27,3,4.511886884458363,4.35
Product 1,Type 2,Small,2024-07-28,3,4.511886884458363,3.59
Product 1,Type 2,Small,2024-07-29,3,4.511886884458363,3.19
Product 1,Type 2,Small,2024-07-30,3,4.511886884458363,4.22
Product 1,Type 2,Small,2024-07-31,3,4.511886884458363,5.24
Product 1,Type 2,Small,2024-08-01,3,4.511886884458363,4.93
Product 1,Type 2,Small,2024-08-02,3,4.511886884458363,5.12
Product 1,Type 2,Small,2024-08-03,3,4.511886884458363,5
Product 1,Type 2,Small,2024-08-04,3,4.511886884458363,4.67
Product 1,Type 2,Small,2024-08-05,3,4.511886884458363,3.76
Product 1,Type 2,Small,2024-08-06,3,4.511886884458363,4.61
Product 1,Type 2,Small,2024-08-07,3,4.511886884458363,5.31
Product 1,Type 2,Small,2024-08-08,3,4.511886884458363,2.81
Product 1,Type 2,Small,2024-08-09,3,4.511886884458363,4.12
Product 1,Type 2,Small,2024-08-10,3,4.511886884458363,5.06
Product 1,Type 2,Small,2024-08-11,3,4.511886884458363,4.78
Product 1,Type 2,Small,2024-08-12,3,4.511886884458363,4.91
Product 1,Type 2,Small,2024-08-13,3,4.511886884458363,4.74
Product 1,Type 2,Small,2024-08-14,3,4.511886884458363,4.78
Product 1,Type 2,Small,2024-08-15,3,4.511886884458363,4.52
Product 1,Type 2,Small,2024-08-16,3,4.511886884458363,4.05
Product 1,Type 2,Small,2024-08-17,3,4.511886884458363,3.9
Product 1,Type 2,Small,2024-08-18,3,4.511886884458363,4.53
Product 1,Type 2,Small,2024-08-19,3,4.511886884458363,4.3
Product 1,Type 2,Small,2024-08-20,3,4.511886884458363,4.06
Product 1,Type 2,Small,2024-08-21,3,4.511886884458363,4.72
Product 1,Type 2,Small,2024-08-22,3,4.511886884458363,4.59
Product 1,Type 2,Small,2024-08-23,3,4.511886884458363,5.24
Product 1,Type 2,Small,2024-08-24,3,4.511886884458363,3.95
Product 1,Type 2,Small,2024-08-25,3,4.511886884458363,4.25
Product 1,Type 2,Small,2024-08-26,3,4.511886884458363,4.47
Product 1,Type 2,Small,2024-08-27,3,4.511886884458363,3.81
Product 1,Type 2,Small,2024-08-28,3,4.511886884458363,4.37
Product 1,Type 2,Small,2024-08-29,3,4.511886884458363,4.16
Product 1,Type 2,Small,2024-08-30,3,4.511886884458363,3.44
Product 1,Type 2,Small,2024-08-31,3,4.511886884458363,4.37
Product 1,Type 2,Small,2024-09-01,3,4.511886884458363,4.24
Product 1,Type 2,Small,2024-09-02,3,4.511886884458363,5.08
Product 1,Type 2,Small,2024-09-03,3,4.511886884458363,4.21
Product 1,Type 2,Small,2024-09-04,3,4.511886884458363,4.79
Product 1,Type 2,Small,2024-09-05,3,4.511886884458363,4.58
Product 1,Type 2,Small,2024-09-06,3,4.511886884458363,3.89
Product 1,Type 2,Small,2024-09-07,3,4.511886884458363,4.7
Product 1,Type 2,Small,2024-09-08,3,4.511886884458363,4.46
Product 1,Type 2,Small,2024-09-09,3,4.511886884458363,4.59
Product 1,Type 2,Small,2024-09-10,3,4.511886884458363,4.84
Product 1,Type 2,Small,2024-09-11,3,4.511886884458363,4.57
Product 1,Type 2,Small,2024-09-12,3,4.511886884458363,5.3
Product 1,Type 2,Small,2024-09-13,3,4.511886884458363,4.57
Product 1,Type 2,Small,2024-09-14,3,4.511886884458363,3.88
Product 1,Type 2,Small,2024-09-15,3,4.511886884458363,4.88
Product 1,Type 2,Small,2024-09-16,3,4.511886884458363,3.9
Product 1,Type 2,Small,2024-09-17,3,4.511886884458363,3.55
Product 1,Type 2,Small,2024-09-18,3,4.511886884458363,4.11
Product 1,Type 2,Small,2024-09-19,3,4.511886884458363,4.14
Product 1,Type 2,Small,2024-09-20,3,4.511886884458363,4.21
Product 1,Type 2,Small,2024-09-21,3,4.511886884458363,5.32
Product 1,Type 2,Small,2024-09-22,3,4.511886884458363,5.33
Product 1,Type 2,Small,2024-09-23,3,4.511886884458363,4.87
Product 1,Type 2,Small,2024-09-24,3,4.511886884458363,3.87
Product 1,Type 2,Small,2024-09-25,3,4.511886884458363,4.52
Product 1,Type 2,Small,2024-09-26,3,4.511886884458363,4.76
Product 1,Type 2,Small,2024-09-27,3,4.511886884458363,4.44
Product 1,Type 2,Small,2024-09-28,3,4.511886884458363,4.6
Product 1,Type 2,Small,2024-09-29,3,4.511886884458363,4.04
Product 1,Type 2,Small,2024-09-30,3,4.511886884458363,3.87
Product 1,Type 2,Small,2024-10-01,3,4.511886884458363,5.22
Product 1,Type 2,Small,2024-10-02,3,4.511886884458363,4.65
Product 1,Type 2,Small,2024-10-03,3,4.511886884458363,4.31
Product 1,Type 2,Small,2024-10-04,3,4.511886884458363,4.67
Product 1,Type 2,Small,2024-10-05,3,4.511886884458363,5.54
Product 1,Type 2,Small,2024-10-06,3,4.511886884458363,4.69
Product 1,Type 2,Small,2024-10-07,3,4.511886884458363,5.22
Product 1,Type 2,Small,2024-10-08,3,4.511886884458363,5.2
Product 1,Type 2,Small,2024-10-09,3,4.511886884458363,4.31
